"codigo","chave","nome","categoria","familia","classes","nivel_item","atributos","requisitos","descricao","loja_oficial","marketplace","motivo_comercial"
"520","1-8","Crescent Axe","Machados","Arma","Dark Wizard (classe inicial); Dark Knight (classe inicial); Magic Gladiator (classe inicial)","54","dano 69-89, velocidade de ataque 30, durabilidade 65","força 100, agilidade 40","Crescent Axe é um item da família arma, catalogado em Machados. A configuração atual registra dano 69-89, velocidade de ataque 30, durabilidade 65. Requisitos: força 100, agilidade 40. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Magic Gladiator (classe inicial). Ocupa 2x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"612","1-100","BloodMoon Axe","Machados","Arma","Dark Wizard (classe inicial); Dark Knight (classe inicial); Magic Gladiator (classe inicial)","54","dano 69-89, velocidade de ataque 30, durabilidade 65","força 100, agilidade 40","BloodMoon Axe é um item da família arma, catalogado em Machados. A configuração atual registra dano 69-89, velocidade de ataque 30, durabilidade 65. Requisitos: força 100, agilidade 40. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Magic Gladiator (classe inicial). Ocupa 2x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1024","2-0","Mace","Maças e cetros","Arma","Dark Knight (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Rage Fighter (classe inicial)","7","dano 7-13, velocidade de ataque 15, durabilidade 21","força 100","Mace é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 7-13, velocidade de ataque 15, durabilidade 21. Requisitos: força 100. Uso permitido: Dark Knight (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Rage Fighter (classe inicial). Ocupa 1x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1025","2-1","Morning Star","Maças e cetros","Arma","Dark Knight (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Rage Fighter (classe inicial)","13","dano 13-22, velocidade de ataque 15, durabilidade 25","força 100","Morning Star é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 13-22, velocidade de ataque 15, durabilidade 25. Requisitos: força 100. Uso permitido: Dark Knight (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Rage Fighter (classe inicial). Ocupa 1x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1026","2-2","Flail","Maças e cetros","Arma","Dark Knight (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Rage Fighter (classe inicial)","22","dano 22-32, velocidade de ataque 15, durabilidade 32","força 80, agilidade 50","Flail é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 22-32, velocidade de ataque 15, durabilidade 32. Requisitos: força 80, agilidade 50. Uso permitido: Dark Knight (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Rage Fighter (classe inicial). Ocupa 1x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1027","2-3","Great Hammer","Maças e cetros","Arma","Dark Knight (classe inicial); Magic Gladiator (classe inicial); Rage Fighter (classe inicial)","38","dano 45-56, velocidade de ataque 15, durabilidade 50","força 150","Great Hammer é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 45-56, velocidade de ataque 15, durabilidade 50. Requisitos: força 150. Uso permitido: Dark Knight (classe inicial), Magic Gladiator (classe inicial), Rage Fighter (classe inicial). Ocupa 2x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1028","2-4","Crystal Morning Star","Maças e cetros","Arma","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Rage Fighter (classe inicial)","66","dano 78-107, velocidade de ataque 30, durabilidade 72","força 130","Crystal Morning Star é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 78-107, velocidade de ataque 30, durabilidade 72. Requisitos: força 130. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Rage Fighter (classe inicial). Ocupa 2x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1029","2-5","Crystal Sword","Maças e cetros","Arma","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial)","72","dano 89-120, velocidade de ataque 40, durabilidade 76","força 130, agilidade 70","Crystal Sword é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 89-120, velocidade de ataque 40, durabilidade 76. Requisitos: força 130, agilidade 70. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial). Ocupa 2x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1030","2-6","Chaos Dragon Axe","Maças e cetros","Arma","Dark Knight (classe inicial); Magic Gladiator (classe inicial)","75","dano 102-130, velocidade de ataque 35, durabilidade 80","força 140, agilidade 50","Chaos Dragon Axe é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 102-130, velocidade de ataque 35, durabilidade 80. Requisitos: força 140, agilidade 50. Uso permitido: Dark Knight (classe inicial), Magic Gladiator (classe inicial). Ocupa 2x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1031","2-7","Elemental Mace","Maças e cetros","Arma","Fairy Elf (segunda classe)","90","dano 62-80, velocidade de ataque 50, durabilidade 50","força 15, agilidade 42","Elemental Mace é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 62-80, velocidade de ataque 50, durabilidade 50. Requisitos: força 15, agilidade 42. Uso permitido: Fairy Elf (segunda classe). Ocupa 1x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1032","2-8","Battle Scepter","Maças e cetros","Arma","Dark Lord (classe inicial)","54","dano 41-52, poder mágico 3, velocidade de ataque 45, durabilidade 40","força 80, agilidade 17","Battle Scepter é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 41-52, poder mágico 3, velocidade de ataque 45, durabilidade 40. Requisitos: força 80, agilidade 17. Uso permitido: Dark Lord (classe inicial). Ocupa 1x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1033","2-9","Master Scepter","Maças e cetros","Arma","Dark Lord (classe inicial)","72","dano 57-68, poder mágico 20, velocidade de ataque 45, durabilidade 45","força 87, agilidade 18","Master Scepter é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 57-68, poder mágico 20, velocidade de ataque 45, durabilidade 45. Requisitos: força 87, agilidade 18. Uso permitido: Dark Lord (classe inicial). Ocupa 1x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1034","2-10","Great Scepter","Maças e cetros","Arma","Dark Lord (classe inicial)","82","dano 74-85, poder mágico 35, velocidade de ataque 45, durabilidade 65","força 100, agilidade 21","Great Scepter é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 74-85, poder mágico 35, velocidade de ataque 45, durabilidade 65. Requisitos: força 100, agilidade 21. Uso permitido: Dark Lord (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1035","2-11","Lord Scepter","Maças e cetros","Arma","Dark Lord (classe inicial)","98","dano 91-102, poder mágico 52, velocidade de ataque 40, durabilidade 72","força 105, agilidade 23","Lord Scepter é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 91-102, poder mágico 52, velocidade de ataque 40, durabilidade 72. Requisitos: força 105, agilidade 23. Uso permitido: Dark Lord (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1036","2-12","Great Lord Scepter","Maças e cetros","Arma","Dark Lord (classe inicial)","140","dano 108-120, poder mágico 67, velocidade de ataque 40, durabilidade 84","força 90, agilidade 20","Great Lord Scepter é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 108-120, poder mágico 67, velocidade de ataque 40, durabilidade 84. Requisitos: força 90, agilidade 20. Uso permitido: Dark Lord (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"1037","2-13","Divine Scepter of Archangel","Maças e cetros","Arma","Dark Lord (classe inicial)","150","dano 200-223, poder mágico 138, velocidade de ataque 45, durabilidade 90","força 75, agilidade 16","Divine Scepter of Archangel é um item da família arma, catalogado em Maças e cetros. A configuração atual registra dano 200-223, poder mágico 138, velocidade de ataque 45, durabilidade 90. Requisitos: força 75, agilidade 16. Uso permitido: Dark Lord (classe inicial). Ocupa 1x4 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
